id,institute,program,program_specifics,seat_type,opening_rank,closing_rank,year,round
11310,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,62,77,2022,4
11312,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,1423,1690,2022,4
11314,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),84,84,2022,4
11315,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",EWS,221,257,2022,4
11317,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",EWS (PwD),18,18,2022,4
11318,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,588,840,2022,4
11320,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,382,473,2022,4
11322,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,150,260,2022,4
11324,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,3293,4832,2022,4
11326,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,726,877,2022,4
11328,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1574,2157,2022,4
11330,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,900,1121,2022,4
11332,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,305,587,2022,4
11334,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1420,2081,2022,5
11336,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),94,137,2022,5
11337,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,337,441,2022,5
11339,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,683,1161,2022,5
11341,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",SC,416,698,2022,5
11343,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",ST,270,404,2022,5
11345,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1941,3446,2022,5
11347,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),141,156,2022,5
11348,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",EWS,457,693,2022,5
11350,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,991,1619,2022,5
11352,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",SC,253,851,2022,5
11354,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",ST,72,257,2022,5
11356,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,1,60,2022,5
11358,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),2,5,2022,5
11359,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,5,18,2022,5
11361,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS (PwD),2,2,2022,5
11362,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,9,51,2022,5
11364,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),1,2,2022,5
11366,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,1,23,2022,5
11368,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),1,1,2022,5
11369,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,1,9,2022,5
11371,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST (PwD),2,2,2022,5
11372,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,141,1382,2022,5
11374,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),35,81,2022,5
11375,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,175,315,2022,5
11377,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,357,836,2022,5
11379,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,142,369,2022,5
11381,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,26,222,2022,5
11383,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1261,2343,2022,5
11385,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),44,44,2022,5
11386,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,401,490,2022,5
11388,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,950,1215,2022,5
11390,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",SC,228,680,2022,5
11392,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",ST,469,545,2022,5
11394,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2766,4261,2022,5
11396,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),47,59,2022,5
11397,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",EWS,522,713,2022,5
11399,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1086,1733,2022,5
11401,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",SC,362,860,2022,5
11403,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",ST,31,170,2022,5
11405,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,29,102,2022,5
11407,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),7,8,2022,5
11408,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,19,28,2022,5
11410,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS (PwD),3,3,2022,5
11411,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,30,87,2022,5
11413,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),3,3,2022,5
11415,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,16,34,2022,5
11417,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),2,2,2022,5
11418,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,10,18,2022,5
11420,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST (PwD),4,4,2022,5
11421,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,918,1882,2022,5
11423,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),120,120,2022,5
11424,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,247,379,2022,5
11426,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,662,974,2022,5
11428,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,260,497,2022,5
11430,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,216,296,2022,5
11432,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,3141,4510,2022,5
11434,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,696,882,2022,5
11436,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1219,2165,2022,5
11438,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,715,1240,2022,5
11440,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,477,669,2022,5
11442,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,4479,6113,2022,5
11444,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",EWS,906,1078,2022,5
11446,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1880,2651,2022,5
11448,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,240,1400,2022,5
11450,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,476,508,2022,5
11452,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,112,295,2022,5
11454,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),14,17,2022,5
11456,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,35,52,2022,5
11457,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS (PwD),7,7,2022,5
11458,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,89,138,2022,5
11460,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),10,10,2022,5
11462,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,47,85,2022,5
11464,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,29,39,2022,5
11466,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,2042,3137,2022,5
11468,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,431,685,2022,5
11470,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,997,1509,2022,5
11472,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,595,831,2022,5
11474,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,410,495,2022,5
11475,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2504,4441,2022,5
11477,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,589,762,2022,5
11479,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1331,1886,2022,5
11481,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,914,1178,2022,5
11483,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,475,648,2022,5
11485,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,4341,5952,2022,5
11487,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",EWS,795,1010,2022,5
11489,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1774,2562,2022,5
11491,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,871,1372,2022,5
11493,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,232,430,2022,5
11495,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,107,236,2022,5
11497,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),9,12,2022,5
11499,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,41,55,2022,5
11501,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS (PwD),4,4,2022,5
11502,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,90,155,2022,5
11504,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),4,4,2022,5
11505,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,38,93,2022,5
11507,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),3,3,2022,5
11508,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,14,43,2022,5
11510,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,1772,2996,2022,5
11512,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,408,568,2022,5
11514,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,929,1498,2022,5
11516,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,561,884,2022,5
11518,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,300,465,2022,5
11520,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1276,4477,2022,5
11522,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,533,796,2022,5
11524,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1275,2073,2022,5
11526,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",SC,762,1320,2022,5
11528,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",ST,315,520,2022,5
