Institute,Academic Program Name,Gender,Opening Rank,Closing Rank,Year,Round
IIT BHU,Mechanical Engineering (5),Female-only (including Supernumerary),13852,14324,2022,3
IIT BHU,Metallurgical Engineering,Female-only (including Supernumerary),13719,17546,2022,3
IIT BHU,Metallurgical Engineering (5),Female-only (including Supernumerary),18095,19197,2022,3
IIT BHU,Mining Engineering,Female-only (including Supernumerary),19411,21603,2022,3
IIT BHU,Mining Engineering (5),Female-only (including Supernumerary),22124,22286,2022,3
IIT BHU,Pharmaceutical Engineering & Technology,Female-only (including Supernumerary),15156,21265,2022,3
IIT BHU,Pharmaceutical Engineering & Technology (5),Female-only (including Supernumerary),21432,22092,2022,3
IITG,Biosciences and Bioengineering,Female-only (including Supernumerary),13534,15723,2022,3
IITG,Chemical Engineering,Female-only (including Supernumerary),10072,11745,2022,3
IITG,Chemical Science and Technology,Female-only (including Supernumerary),12386,14070,2022,3
IITG,Civil Engineering,Female-only (including Supernumerary),13280,15149,2022,3
IITG,Computer Science and Engineering,Female-only (including Supernumerary),1517,1762,2022,3
IITG,Data Science and Artificial Intelligence,Female-only (including Supernumerary),2168,2168,2022,3
IITG,Electronics and Communication Engineering,Female-only (including Supernumerary),2906,3906,2022,3
IITG,Electronics and Electrical Engineering,Female-only (including Supernumerary),4257,5160,2022,3
IITG,Energy Engineering,Female-only (including Supernumerary),11444,11990,2022,3
IITG,Engineering Physics,Female-only (including Supernumerary),12112,13622,2022,3
IITG,Mathematics and Computing,Female-only (including Supernumerary),2259,2617,2022,3
IITG,Mechanical Engineering,Female-only (including Supernumerary),9763,12220,2022,3
IIT Bhilai,Computer Science and Engineering,Female-only (including Supernumerary),6750,8462,2022,3
IIT Bhilai,Data Science and Artificial Intelligence,Female-only (including Supernumerary),8990,8990,2022,3
IIT Bhilai,Electrical Engineering,Female-only (including Supernumerary),13758,15233,2022,3
IIT Bhilai,Mechanical Engineering,Female-only (including Supernumerary),19812,20987,2022,3
IIT Bhilai,Mechatronics Engineering,Female-only (including Supernumerary),16411,19165,2022,3
IIT Goa,Computer Science and Engineering,Female-only (including Supernumerary),5398,5868,2022,3
IIT Goa,Electrical Engineering,Female-only (including Supernumerary),11070,12295,2022,3
IIT Goa,Mathematics and Computing,Female-only (including Supernumerary),6081,9985,2022,3
IIT Goa,Mechanical Engineering,Female-only (including Supernumerary),15202,17987,2022,3
IIT Palakkad,Civil Engineering,Female-only (including Supernumerary),19521,21740,2022,3
IIT Palakkad,Computer Science and Engineering,Female-only (including Supernumerary),5726,7063,2022,3
IIT Palakkad,Data Science and Engineering,Female-only (including Supernumerary),8073,8813,2022,3
IIT Palakkad,Electrical Engineering,Female-only (including Supernumerary),9888,13239,2022,3
IIT Palakkad,Mechanical Engineering,Female-only (including Supernumerary),16640,19497,2022,3
IIT Tirupati,Chemical Engineering,Female-only (including Supernumerary),18379,19901,2022,3
IIT Tirupati,Civil Engineering,Female-only (including Supernumerary),19235,20667,2022,3
IIT Tirupati,Computer Science and Engineering,Female-only (including Supernumerary),4929,5501,2022,3
IIT Tirupati,Electrical Engineering,Female-only (including Supernumerary),8232,12123,2022,3
IIT Tirupati,Mechanical Engineering,Female-only (including Supernumerary),14857,17981,2022,3
IIT Jammu,Chemical Engineering,Female-only (including Supernumerary),19537,21756,2022,3
IIT Jammu,Civil Engineering,Female-only (including Supernumerary),22601,22725,2022,3
IIT Jammu,Computer Science and Engineering,Female-only (including Supernumerary),6380,8009,2022,3
IIT Jammu,Electrical Engineering,Female-only (including Supernumerary),12680,15308,2022,3
IIT Jammu,Materials Engineering,Female-only (including Supernumerary),22278,22766,2022,3
IIT Jammu,Mechanical Engineering,Female-only (including Supernumerary),18120,20370,2022,3
IIT Dharwad,Chemical and Biochemical Engineering,Female-only (including Supernumerary),22643,22643,2022,3
IIT Dharwad,Civil and Infrastructure Engineering,Female-only (including Supernumerary),21528,21528,2022,3
IIT Dharwad,Computer Science and Engineering,Female-only (including Supernumerary),6284,7858,2022,3
IIT Dharwad,Electrical Engineering,Female-only (including Supernumerary),12089,13771,2022,3
IIT Dharwad,Engineering Physics,Female-only (including Supernumerary),17402,17402,2022,3
IIT Dharwad,Interdisciplinary Sciences (5),Female-only (including Supernumerary),23230,23940,2022,3
IIT Dharwad,Mathematics and Computing,Female-only (including Supernumerary),9728,10810,2022,3
IIT Dharwad,Mechanical Engineering,Female-only (including Supernumerary),16969,19300,2022,3
IIT Bhuv,Civil Engineering,Female-only (including Supernumerary),16138,20790,2022,4
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),Female-only (including Supernumerary),18771,18771,2022,4
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),Female-only (including Supernumerary),20984,20984,2022,4
IIT Bhuv,Civil Engineering and M.Tech. in Environmental Engineering (5),Female-only (including Supernumerary),21738,21738,2022,4
IIT Bhuv,Computer Science and Engineering,Female-only (including Supernumerary),3119,4620,2022,4
IIT Bhuv,Computer Science and Engineering (5),Female-only (including Supernumerary),5048,5048,2022,4
IIT Bhuv,Electrical Engineering and M.Tech Power Electronics and Drives (5),Female-only (including Supernumerary),11359,11359,2022,4
IIT Bhuv,Electrical Engineering,Female-only (including Supernumerary),8358,9619,2022,4
IIT Bhuv,Electronics and Communication Engineering,Female-only (including Supernumerary),5869,6675,2022,4
IIT Bhuv,Mechanical Engineering,Female-only (including Supernumerary),14399,15583,2022,4
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),Female-only (including Supernumerary),16422,16422,2022,4
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),Female-only (including Supernumerary),19294,19294,2022,4
IIT Bhuv,Mechanical Engineering with M.Tech. in Manufacturing Engineering (5),Female-only (including Supernumerary),17940,17940,2022,4
IIT Bhuv,Metallurgical and Materials Engineering,Female-only (including Supernumerary),18657,18693,2022,4
IIT Bhuv,Metallurgical and Materials Engineering (5),Female-only (including Supernumerary),21645,21645,2022,4
IITB,Aerospace Engineering,Female-only (including Supernumerary),2312,4081,2022,4
IITB,BS in Mathematics (B.Sc),Female-only (including Supernumerary),1248,3895,2022,4
IITB,Chemical Engineering,Female-only (including Supernumerary),2571,4591,2022,4
IITB,Chemistry (B.Sc),Female-only (including Supernumerary),10036,11453,2022,4
IITB,Civil Engineering,Female-only (including Supernumerary),4728,7079,2022,4
IITB,Computer Science and Engineering,Female-only (including Supernumerary),16,305,2022,4
IITB,Economics (B.Sc),Female-only (including Supernumerary),3238,4590,2022,4
IITB,Electrical Engineering,Female-only (including Supernumerary),1065,1283,2022,4
IITB,Electrical Engineering (5),Female-only (including Supernumerary),1379,1901,2022,4
IITB,Energy Engineering,Female-only (including Supernumerary),3498,5022,2022,4
IITB,Engineering Physics,Female-only (including Supernumerary),2113,3349,2022,4
IITB,Environmental Science and Engineering (5),Female-only (including Supernumerary),8187,9590,2022,4
IITB,Mechanical Engineering,Female-only (including Supernumerary),971,3036,2022,4
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),Female-only (including Supernumerary),3531,4102,2022,4
IITB,Metallurgical Engineering and Materials Science,Female-only (including Supernumerary),6625,8417,2022,4
IIT Mandi,Bio Engineering (5),Female-only (including Supernumerary),18277,21948,2022,4
IIT Mandi,Civil Engineering,Female-only (including Supernumerary),15540,18408,2022,4
IIT Mandi,Computer Science and Engineering,Female-only (including Supernumerary),5239,5959,2022,4
IIT Mandi,Data Science and Engineering,Female-only (including Supernumerary),6307,6475,2022,4
IIT Mandi,Electrical Engineering,Female-only (including Supernumerary),8217,11645,2022,4
IIT Mandi,Engineering Physics,Female-only (including Supernumerary),16189,16863,2022,4
IIT Mandi,Mechanical Engineering,Female-only (including Supernumerary),13581,15259,2022,4
IITD,Biotechnology and Biochemical Engineering,Female-only (including Supernumerary),4717,10094,2022,4
IITD,Chemical Engineering,Female-only (including Supernumerary),3327,4570,2022,4
IITD,Chemical Engineering (5),Female-only (including Supernumerary),5031,6821,2022,4
IITD,Civil Engineering,Female-only (including Supernumerary),4603,8206,2022,4
IITD,Computer Science and Engineering,Female-only (including Supernumerary),330,450,2022,4
IITD,Computer Science and Engineering (5),Female-only (including Supernumerary),522,700,2022,4
IITD,Electrical Engineering,Female-only (including Supernumerary),1079,1572,2022,4
IITD,Electrical Engineering (Power and Automation),Female-only (including Supernumerary),1645,2088,2022,4
IITD,Energy Engineering,Female-only (including Supernumerary),5110,6398,2022,4
IITD,Engineering and Computational Mechanics,Female-only (including Supernumerary),1361,2792,2022,4
IITD,Engineering Physics,Female-only (including Supernumerary),4007,6738,2022,4
IITD,Materials Engineering,Female-only (including Supernumerary),9160,10092,2022,4
IITD,Mathematics and Computing,Female-only (including Supernumerary),697,942,2022,4
IITD,Mathematics and Computing (5),Female-only (including Supernumerary),943,1026,2022,4
IITD,Mechanical Engineering,Female-only (including Supernumerary),3330,4401,2022,4
IITD,Production and Industrial Engineering,Female-only (including Supernumerary),6668,8700,2022,4
IITD,Textile Technology,Female-only (including Supernumerary),8455,11244,2022,4
IITI,Civil Engineering,Female-only (including Supernumerary),14765,16081,2022,4
IITI,Computer Science and Engineering,Female-only (including Supernumerary),2102,2762,2022,4
IITI,Electrical Engineering,Female-only (including Supernumerary),5293,7395,2022,4
IITI,Mechanical Engineering,Female-only (including Supernumerary),11083,13376,2022,4
IITI,Metallurgical Engineering and Materials Science,Female-only (including Supernumerary),15777,17813,2022,4
IITKgp,Aerospace Engineering,Female-only (including Supernumerary),9562,9700,2022,4
IITKgp,Aerospace Engineering (5),Female-only (including Supernumerary),11128,12031,2022,4
IITKgp,Agricultural and Food Engineering,Female-only (including Supernumerary),15051,15812,2022,4
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),16279,17273,2022,4
IITKgp,Applied Geology (B.Sc),Female-only (including Supernumerary),18822,20606,2022,4
IITKgp,"Architecture (5, B.Arch)",Female-only (including Supernumerary),21365,24641,2022,4
IITKgp,Biotechnology and Biochemical Engineering,Female-only (including Supernumerary),12620,13070,2022,4
IITKgp,Biotechnology and Biochemical Engineering (5),Female-only (including Supernumerary),13568,14757,2022,4
IITKgp,Chemical Engineering,Female-only (including Supernumerary),6608,9192,2022,4
IITKgp,Chemical Engineering (5),Female-only (including Supernumerary),11606,11736,2022,4
IITKgp,Chemistry (B.Sc),Female-only (including Supernumerary),18229,18802,2022,4
IITKgp,Civil Engineering,Female-only (including Supernumerary),12063,12666,2022,4
IITKgp,Civil Engineering with any of the listed specialization (5),Female-only (including Supernumerary),13117,14090,2022,4
IITKgp,Computer Science and Engineering,Female-only (including Supernumerary),778,905,2022,4
IITKgp,Computer Science and Engineering (5),Female-only (including Supernumerary),982,1256,2022,4
IITKgp,Economics (B.Sc),Female-only (including Supernumerary),7712,9527,2022,4
IITKgp,Electrical Engineering,Female-only (including Supernumerary),3052,3676,2022,4
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),3970,4951,2022,4
IITKgp,Electronics and Electrical Communication Engineering,Female-only (including Supernumerary),1654,2316,2022,4
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),2632,3432,2022,4
IITKgp,Exploration Geophysics (B.Sc),Female-only (including Supernumerary),18575,20733,2022,4
IITKgp,Industrial and Systems Engineering,Female-only (including Supernumerary),8027,9190,2022,4
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Female-only (including Supernumerary),9398,12090,2022,4
IITKgp,Instrumentation Engineering,Female-only (including Supernumerary),5373,5455,2022,4
IITKgp,Manufacturing Science and Engineering,Female-only (including Supernumerary),12126,12419,2022,4
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Female-only (including Supernumerary),12657,12951,2022,4
IITKgp,Mathematics and Computing (B.Sc),Female-only (including Supernumerary),3161,3665,2022,4
IITKgp,Mechanical Engineering,Female-only (including Supernumerary),5533,8870,2022,4
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),9315,10784,2022,4
IITKgp,Metallurgical and Materials Engineering,Female-only (including Supernumerary),11706,12375,2022,4
IITKgp,Metallurgical and Materials Engineering (5),Female-only (including Supernumerary),15153,15734,2022,4
IITKgp,Mining Engineering,Female-only (including Supernumerary),16220,16942,2022,4
IITKgp,Mining Engineering (5),Female-only (including Supernumerary),17128,18441,2022,4
IITKgp,Mining Safety Engineering (5),Female-only (including Supernumerary),18055,20265,2022,4
IITKgp,Ocean Engineering and Naval Architecture,Female-only (including Supernumerary),13783,14690,2022,4
IITKgp,Ocean Engineering and Naval Architecture (5),Female-only (including Supernumerary),15162,15927,2022,4
IITKgp,Physics (B.Sc),Female-only (including Supernumerary),14043,17376,2022,4
IITH,Artificial Intelligence,Female-only (including Supernumerary),1816,2043,2022,4
IITH,Biomedical Engineering,Female-only (including Supernumerary),11785,12043,2022,4
IITH,Biotechnology and Bioinformatics,Female-only (including Supernumerary),10714,10714,2022,4
IITH,Chemical Engineering,Female-only (including Supernumerary),10056,11329,2022,4
IITH,Civil Engineering,Female-only (including Supernumerary),12078,13887,2022,4
IITH,Computational Engineering,Female-only (including Supernumerary),3260,3260,2022,4
IITH,Computer Science and Engineering,Female-only (including Supernumerary),631,1503,2022,4
IITH,Electrical Engineering,Female-only (including Supernumerary),2592,3294,2022,4
IITH,Electrical Engineering (IC Design and Technology),Female-only (including Supernumerary),2840,4082,2022,4
IITH,Engineering Physics,Female-only (including Supernumerary),9251,10587,2022,4
IITH,Engineering Science,Female-only (including Supernumerary),5319,7402,2022,4
IITH,Industrial Chemistry,Female-only (including Supernumerary),13828,13828,2022,4
IITH,Materials Science and Metallurgical Engineering,Female-only (including Supernumerary),13277,13850,2022,4
IITH,Mathematics and Computing,Female-only (including Supernumerary),2194,2546,2022,4
IITH,Mechanical Engineering,Female-only (including Supernumerary),8388,10167,2022,4
IIT Jodh,Artificial Intelligence and Data Science,Female-only (including Supernumerary),5569,6465,2022,4
IIT Jodh,Bio Engineering,Female-only (including Supernumerary),15081,19464,2022,4
IIT Jodh,Chemical Engineering,Female-only (including Supernumerary),15133,17756,2022,4
IIT Jodh,Chemistry with Specialization (B.Sc),Female-only (including Supernumerary),22795,23260,2022,4
IIT Jodh,Civil and Infrastructure Engineering,Female-only (including Supernumerary),18446,19660,2022,4
IIT Jodh,Computer Science and Engineering,Female-only (including Supernumerary),3626,5380,2022,4
IIT Jodh,Electrical Engineering,Female-only (including Supernumerary),8443,11025,2022,4
IIT Jodh,Materials Engineering,Female-only (including Supernumerary),20053,21250,2022,4
IIT Jodh,Mechanical Engineering,Female-only (including Supernumerary),13002,16897,2022,4
IIT Jodh,Physics with Specialization (B.Sc),Female-only (including Supernumerary),19848,22103,2022,4
IITK,Aerospace Engineering,Female-only (including Supernumerary),7414,9510,2022,4
IITK,Biological Sciences and Bioengineering,Female-only (including Supernumerary),7344,12011,2022,4
IITK,Chemical Engineering,Female-only (including Supernumerary),4865,7516,2022,4
IITK,Chemistry (B.Sc),Female-only (including Supernumerary),16579,18131,2022,4
IITK,Civil Engineering,Female-only (including Supernumerary),8858,12313,2022,4
IITK,Computer Science and Engineering,Female-only (including Supernumerary),545,766,2022,4
IITK,Earth Sciences (B.Sc),Female-only (including Supernumerary),14605,17979,2022,4
IITK,Economics (B.Sc),Female-only (including Supernumerary),4964,6825,2022,4
IITK,Electrical Engineering,Female-only (including Supernumerary),2166,3169,2022,4
IITK,Materials Science and Engineering,Female-only (including Supernumerary),10097,12590,2022,4
IITK,Mathematics and Scientific Computing (B.Sc),Female-only (including Supernumerary),2212,2856,2022,4
IITK,Mechanical Engineering,Female-only (including Supernumerary),4746,8176,2022,4
IITK,Physics (B.Sc),Female-only (including Supernumerary),8845,12428,2022,4
IITK,Statistics and Data Science (B.Sc),Female-only (including Supernumerary),3018,3060,2022,4
IITM,Aerospace Engineering,Female-only (including Supernumerary),1602,7880,2022,4
IITM,Aerospace Engineering (5),Female-only (including Supernumerary),7705,7705,2022,4
IITM,Biological Engineering (5),Female-only (including Supernumerary),4363,5674,2022,4
IITM,Biological Sciences (5),Female-only (including Supernumerary),13552,16460,2022,4
IITM,Chemical Engineering,Female-only (including Supernumerary),4701,8775,2022,4
IITM,Civil Engineering,Female-only (including Supernumerary),9204,10183,2022,4
IITM,Computer Science and Engineering,Female-only (including Supernumerary),425,617,2022,4
IITM,Electrical Engineering,Female-only (including Supernumerary),620,2184,2022,4
IITM,Engineering Design (5),Female-only (including Supernumerary),5932,8618,2022,4
IITM,Engineering Physics,Female-only (including Supernumerary),3807,7936,2022,4
IITM,Mechanical Engineering,Female-only (including Supernumerary),2783,6727,2022,4
IITM,Metallurgical and Materials Engineering,Female-only (including Supernumerary),8921,10994,2022,4
IITM,Naval Architecture and Ocean Engineering,Female-only (including Supernumerary),9043,13521,2022,4
IITM,Physics (5),Female-only (including Supernumerary),10266,10266,2022,4
IIT Gnd,Chemical Engineering,Female-only (including Supernumerary),14421,14914,2022,4
IIT Gnd,Civil Engineering,Female-only (including Supernumerary),15577,16532,2022,4
IIT Gnd,Computer Science and Engineering,Female-only (including Supernumerary),3000,3270,2022,4
IIT Gnd,Computer Science and Engineering (5),Female-only (including Supernumerary),3809,4376,2022,4
IIT Gnd,Electrical Engineering,Female-only (including Supernumerary),5902,7522,2022,4
IIT Gnd,Electrical Engineering (5),Female-only (including Supernumerary),9406,10297,2022,4
IIT Gnd,Materials Engineering,Female-only (including Supernumerary),12838,15820,2022,4
IIT Gnd,Mechanical Engineering,Female-only (including Supernumerary),10316,12243,2022,4
IIT Patna,Artificial Intelligence and Data Science,Female-only (including Supernumerary),6130,7115,2022,4
IIT Patna,Chemical Engineering,Female-only (including Supernumerary),18108,19143,2022,4
IIT Patna,Civil Engineering,Female-only (including Supernumerary),20691,21646,2022,4
IIT Patna,Computer Science and Engineering,Female-only (including Supernumerary),4458,5914,2022,4
IIT Patna,Electrical and Electronics Engineering,Female-only (including Supernumerary),10371,10814,2022,4
IIT Patna,Engineering Physics,Female-only (including Supernumerary),18952,19876,2022,4
IIT Patna,Mathematics and Computing (B.Sc),Female-only (including Supernumerary),6970,10027,2022,4
IIT Patna,Mechanical Engineering,Female-only (including Supernumerary),16821,18516,2022,4
IIT Patna,Metallurgical and Materials Engineering,Female-only (including Supernumerary),21755,22511,2022,4
IITR,"Architecture (5, B.Arch)",Female-only (including Supernumerary),9537,24098,2022,4
IITR,Biosciences and Bioengineering,Female-only (including Supernumerary),10909,13326,2022,4
IITR,Chemical Engineering,Female-only (including Supernumerary),5930,9886,2022,4
IITR,Chemical Sciences (5),Female-only (including Supernumerary),18073,19515,2022,4
IITR,Civil Engineering,Female-only (including Supernumerary),8677,13090,2022,4
IITR,Computer Science and Engineering,Female-only (including Supernumerary),1011,1463,2022,4
IITR,Data Science and Artificial Intelligence,Female-only (including Supernumerary),1493,2228,2022,4
IITR,Economics (5),Female-only (including Supernumerary),9725,11071,2022,4
IITR,Electrical Engineering,Female-only (including Supernumerary),3406,4871,2022,4
IITR,Electronics and Communication Engineering,Female-only (including Supernumerary),1789,2932,2022,4
IITR,Engineering Physics,Female-only (including Supernumerary),11139,11906,2022,4
IITR,Geological Technology (5),Female-only (including Supernumerary),13021,17890,2022,4
IITR,Geophysical Technology (5),Female-only (including Supernumerary),15724,18782,2022,4
IITR,Mathematics & Computing (5),Female-only (including Supernumerary),3458,4106,2022,4
IITR,Mechanical Engineering,Female-only (including Supernumerary),7485,9618,2022,4
IITR,Metallurgical and Materials Engineering,Female-only (including Supernumerary),10263,13613,2022,4
IITR,Physics (5),Female-only (including Supernumerary),13807,14469,2022,4
IITR,Production and Industrial Engineering,Female-only (including Supernumerary),11401,12366,2022,4
IIT (ISM) Dhanbad,Applied Geology (5),Female-only (including Supernumerary),22862,22862,2022,4
IIT (ISM) Dhanbad,Applied Geophysics (5),Female-only (including Supernumerary),22825,22825,2022,4
IIT (ISM) Dhanbad,Chemical Engineering,Female-only (including Supernumerary),10830,16812,2022,4
IIT (ISM) Dhanbad,Civil Engineering,Female-only (including Supernumerary),10752,19780,2022,4
IIT (ISM) Dhanbad,Computer Science and Engineering,Female-only (including Supernumerary),3436,5564,2022,4
IIT (ISM) Dhanbad,Electrical Engineering,Female-only (including Supernumerary),10067,11782,2022,4
IIT (ISM) Dhanbad,Electronics and Communication Engineering,Female-only (including Supernumerary),7425,9783,2022,4
IIT (ISM) Dhanbad,Engineering Physics,Female-only (including Supernumerary),19149,19659,2022,4
IIT (ISM) Dhanbad,Environmental Engineering,Female-only (including Supernumerary),20258,22019,2022,4
IIT (ISM) Dhanbad,Mathematics and Computing (5),Female-only (including Supernumerary),6638,9079,2022,4
IIT (ISM) Dhanbad,Mechanical Engineering,Female-only (including Supernumerary),12471,16792,2022,4
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,Female-only (including Supernumerary),18576,20893,2022,4
IIT (ISM) Dhanbad,Mining Engineering,Female-only (including Supernumerary),17728,22660,2022,4
IIT (ISM) Dhanbad,Mining Machinery Engineering,Female-only (including Supernumerary),22114,23106,2022,4
IIT (ISM) Dhanbad,Petroleum Engineering,Female-only (including Supernumerary),19547,21690,2022,4
IIT Ropar,Chemical Engineering,Female-only (including Supernumerary),14997,17320,2022,4
IIT Ropar,Civil Engineering,Female-only (including Supernumerary),16987,19076,2022,4
IIT Ropar,Computer Science and Engineering,Female-only (including Supernumerary),3425,4893,2022,4
IIT Ropar,Electrical Engineering,Female-only (including Supernumerary),6759,10142,2022,4
IIT Ropar,Engineering Physics,Female-only (including Supernumerary),16871,19183,2022,4
IIT Ropar,Mathematics and Computing,Female-only (including Supernumerary),5530,5982,2022,4
IIT Ropar,Mechanical Engineering,Female-only (including Supernumerary),13304,16162,2022,4
IIT Ropar,Metallurgical and Materials Engineering,Female-only (including Supernumerary),17005,20128,2022,4
IIT BHU,"Architecture (5, B.Arch)",Female-only (including Supernumerary),25997,27292,2022,4
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),Female-only (including Supernumerary),15908,20756,2022,4
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),Female-only (including Supernumerary),18044,20398,2022,4
IIT BHU,Ceramic Engineering,Female-only (including Supernumerary),18033,20974,2022,4
IIT BHU,Ceramic Engineering (5),Female-only (including Supernumerary),21556,21747,2022,4
IIT BHU,Chemical Engineering,Female-only (including Supernumerary),10421,13925,2022,4
IIT BHU,Civil Engineering,Female-only (including Supernumerary),13274,15703,2022,4
IIT BHU,Civil Engineering (5),Female-only (including Supernumerary),16354,17458,2022,4
IIT BHU,Computer Science and Engineering,Female-only (including Supernumerary),1767,2309,2022,4
IIT BHU,Computer Science and Engineering (5),Female-only (including Supernumerary),2829,2983,2022,4
IIT BHU,Electrical Engineering,Female-only (including Supernumerary),6440,7103,2022,4
IIT BHU,Electrical Engineering with M.Tech. in Power Electronics (5),Female-only (including Supernumerary),7523,7867,2022,4
IIT BHU,Electronics Engineering,Female-only (including Supernumerary),5059,6189,2022,4
IIT BHU,Engineering Physics (5),Female-only (including Supernumerary),12085,15957,2022,4
IIT BHU,Industrial Chemistry (5),Female-only (including Supernumerary),20901,21195,2022,4
IIT BHU,Materials Science and Technology (5),Female-only (including Supernumerary),19606,20023,2022,4
IIT BHU,Mathematics and Computing (5),Female-only (including Supernumerary),3132,4314,2022,4
IIT BHU,Mechanical Engineering,Female-only (including Supernumerary),12234,13475,2022,4
IIT BHU,Mechanical Engineering (5),Female-only (including Supernumerary),13852,14324,2022,4
IIT BHU,Metallurgical Engineering,Female-only (including Supernumerary),13719,17546,2022,4
IIT BHU,Metallurgical Engineering (5),Female-only (including Supernumerary),18095,19197,2022,4
IIT BHU,Mining Engineering,Female-only (including Supernumerary),19411,21603,2022,4
IIT BHU,Mining Engineering (5),Female-only (including Supernumerary),22124,22286,2022,4
IIT BHU,Pharmaceutical Engineering & Technology,Female-only (including Supernumerary),15156,21265,2022,4
IIT BHU,Pharmaceutical Engineering & Technology (5),Female-only (including Supernumerary),21432,22092,2022,4
IITG,Biosciences and Bioengineering,Female-only (including Supernumerary),13534,15723,2022,4
IITG,Chemical Engineering,Female-only (including Supernumerary),10072,11745,2022,4
IITG,Chemical Science and Technology,Female-only (including Supernumerary),12386,14070,2022,4
IITG,Civil Engineering,Female-only (including Supernumerary),13280,15149,2022,4
IITG,Computer Science and Engineering,Female-only (including Supernumerary),1517,1762,2022,4
IITG,Data Science and Artificial Intelligence,Female-only (including Supernumerary),2168,2168,2022,4
IITG,Electronics and Communication Engineering,Female-only (including Supernumerary),2906,3906,2022,4
IITG,Electronics and Electrical Engineering,Female-only (including Supernumerary),4257,5160,2022,4
IITG,Energy Engineering,Female-only (including Supernumerary),11444,11990,2022,4
IITG,Engineering Physics,Female-only (including Supernumerary),12112,13622,2022,4
IITG,Mathematics and Computing,Female-only (including Supernumerary),2259,2617,2022,4
IITG,Mechanical Engineering,Female-only (including Supernumerary),9763,12220,2022,4
IIT Bhilai,Computer Science and Engineering,Female-only (including Supernumerary),6750,8462,2022,4
IIT Bhilai,Data Science and Artificial Intelligence,Female-only (including Supernumerary),8990,8990,2022,4
IIT Bhilai,Electrical Engineering,Female-only (including Supernumerary),13758,15233,2022,4
IIT Bhilai,Mechanical Engineering,Female-only (including Supernumerary),19812,20987,2022,4
IIT Bhilai,Mechatronics Engineering,Female-only (including Supernumerary),16411,19165,2022,4
IIT Goa,Computer Science and Engineering,Female-only (including Supernumerary),5398,5868,2022,4
IIT Goa,Electrical Engineering,Female-only (including Supernumerary),11070,12295,2022,4
IIT Goa,Mathematics and Computing,Female-only (including Supernumerary),6081,9985,2022,4
IIT Goa,Mechanical Engineering,Female-only (including Supernumerary),15202,17987,2022,4
IIT Palakkad,Civil Engineering,Female-only (including Supernumerary),19521,21740,2022,4
IIT Palakkad,Computer Science and Engineering,Female-only (including Supernumerary),5726,7063,2022,4
IIT Palakkad,Data Science and Engineering,Female-only (including Supernumerary),8073,8813,2022,4
IIT Palakkad,Electrical Engineering,Female-only (including Supernumerary),9888,13239,2022,4
IIT Palakkad,Mechanical Engineering,Female-only (including Supernumerary),16640,19497,2022,4
IIT Tirupati,Chemical Engineering,Female-only (including Supernumerary),18379,19901,2022,4
IIT Tirupati,Civil Engineering,Female-only (including Supernumerary),19235,20667,2022,4
IIT Tirupati,Computer Science and Engineering,Female-only (including Supernumerary),4929,5501,2022,4
IIT Tirupati,Electrical Engineering,Female-only (including Supernumerary),8232,12123,2022,4
IIT Tirupati,Mechanical Engineering,Female-only (including Supernumerary),14857,17981,2022,4
IIT Jammu,Chemical Engineering,Female-only (including Supernumerary),19537,21756,2022,4
IIT Jammu,Civil Engineering,Female-only (including Supernumerary),22601,22725,2022,4
IIT Jammu,Computer Science and Engineering,Female-only (including Supernumerary),6380,8009,2022,4
IIT Jammu,Electrical Engineering,Female-only (including Supernumerary),12680,15308,2022,4
IIT Jammu,Materials Engineering,Female-only (including Supernumerary),22278,22766,2022,4
IIT Jammu,Mechanical Engineering,Female-only (including Supernumerary),18120,20370,2022,4
IIT Dharwad,Chemical and Biochemical Engineering,Female-only (including Supernumerary),22643,22643,2022,4
IIT Dharwad,Civil and Infrastructure Engineering,Female-only (including Supernumerary),21528,21528,2022,4
IIT Dharwad,Computer Science and Engineering,Female-only (including Supernumerary),6284,7858,2022,4
IIT Dharwad,Electrical Engineering,Female-only (including Supernumerary),12089,13771,2022,4
IIT Dharwad,Engineering Physics,Female-only (including Supernumerary),17402,17402,2022,4
IIT Dharwad,Interdisciplinary Sciences (5),Female-only (including Supernumerary),23230,23940,2022,4
