Institute,Academic Program Name,Gender,Opening Rank,Closing Rank,Year,Round
IIT Bhuv,Civil Engineering,Gender-Neutral,3533,5947,2016,1
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),Gender-Neutral,5408,6561,2016,1
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),Gender-Neutral,6078,6579,2016,1
IIT Bhuv,Computer Science and Engineering,Gender-Neutral,1497,2665,2016,1
IIT Bhuv,Electrical Engineering,Gender-Neutral,2933,4241,2016,1
IIT Bhuv,Electronics and Communication Engineering,Gender-Neutral,2529,3994,2016,1
IIT Bhuv,Mechanical Engineering,Gender-Neutral,3372,4692,2016,1
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),Gender-Neutral,4888,5457,2016,1
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),Gender-Neutral,5476,5680,2016,1
IIT Bhuv,Metallurgical and Materials Engineering,Gender-Neutral,5756,6872,2016,1
IITB,Aerospace Engineering,Gender-Neutral,838,1777,2016,1
IITB,Chemical Engineering,Gender-Neutral,422,1427,2016,1
IITB,Chemistry (B.Sc),Gender-Neutral,3323,4410,2016,1
IITB,Civil Engineering,Gender-Neutral,897,2155,2016,1
IITB,Computer Science and Engineering,Gender-Neutral,1,60,2016,1
IITB,Electrical Engineering,Gender-Neutral,22,224,2016,1
IITB,Electrical Engineering with M.Tech. in Communications and Signal Processing (5),Gender-Neutral,249,578,2016,1
IITB,Electrical Engineering with M.Tech. in Microelectronics (5),Gender-Neutral,228,485,2016,1
IITB,Energy Engineering with M.Tech. in Energy Systems Engineering (5),Gender-Neutral,1374,2250,2016,1
IITB,Engineering Physics,Gender-Neutral,6,884,2016,1
IITB,Engineering Physics and M.Tech. with specialization in Nano Science (5),Gender-Neutral,1013,1400,2016,1
IITB,Mechanical Engineering,Gender-Neutral,26,747,2016,1
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),Gender-Neutral,583,892,2016,1
IITB,Metallurgical Engineering and Materials Science,Gender-Neutral,1657,2805,2016,1
IITB,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5),Gender-Neutral,2809,3180,2016,1
IITB,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5),Gender-Neutral,2916,3201,2016,1
IIT Mandi,Civil Engineering,Gender-Neutral,5129,6029,2016,1
IIT Mandi,Computer Science and Engineering,Gender-Neutral,1630,2324,2016,1
IIT Mandi,Electrical Engineering,Gender-Neutral,3334,4373,2016,1
IIT Mandi,Mechanical Engineering,Gender-Neutral,4531,5035,2016,1
IITD,Biochemical Engineering and Biotechnology (5),Gender-Neutral,3787,4714,2016,1
IITD,Biotechnology and Biochemical Engineering,Gender-Neutral,2609,3706,2016,1
IITD,Chemical Engineering,Gender-Neutral,980,1587,2016,1
IITD,Chemical Engineering (5),Gender-Neutral,1482,2775,2016,1
IITD,Civil Engineering,Gender-Neutral,767,2494,2016,1
IITD,Computer Science and Engineering,Gender-Neutral,24,111,2016,1
IITD,Computer Science and Engineering (5),Gender-Neutral,115,184,2016,1
IITD,Electrical Engineering,Gender-Neutral,80,398,2016,1
IITD,Electrical Engineering (Power and Automation),Gender-Neutral,549,979,2016,1
IITD,Engineering Physics,Gender-Neutral,1074,2516,2016,1
IITD,Mathematics and Computing,Gender-Neutral,227,385,2016,1
IITD,Mathematics and Computing (5),Gender-Neutral,390,475,2016,1
IITD,Mechanical Engineering,Gender-Neutral,247,901,2016,1
IITD,Production and Industrial Engineering,Gender-Neutral,1036,2327,2016,1
IITD,Textile Technology,Gender-Neutral,2571,4723,2016,1
IITI,Civil Engineering,Gender-Neutral,4626,5705,2016,1
IITI,Computer Science and Engineering,Gender-Neutral,933,1344,2016,1
IITI,Electrical Engineering,Gender-Neutral,1730,3265,2016,1
IITI,Mechanical Engineering,Gender-Neutral,2549,3921,2016,1
IITI,Metallurgical Engineering and Materials Science,Gender-Neutral,6082,7033,2016,1
IITKgp,Aerospace Engineering,Gender-Neutral,2830,3247,2016,1
IITKgp,Aerospace Engineering (5),Gender-Neutral,2938,3458,2016,1
IITKgp,Agricultural and Food Engineering,Gender-Neutral,4321,5906,2016,1
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,5961,6704,2016,1
IITKgp,Applied Geology (5),Gender-Neutral,6242,6796,2016,1
IITKgp,"Architecture (5, B.Arch)",Gender-Neutral,3090,8778,2016,1
IITKgp,Biotechnology and Biochemical Engineering,Gender-Neutral,3438,5060,2016,1
IITKgp,Biotechnology and Biochemical Engineering (5),Gender-Neutral,4866,5955,2016,1
IITKgp,Chemical Engineering,Gender-Neutral,1906,2773,2016,1
IITKgp,Chemical Engineering (5),Gender-Neutral,2797,3519,2016,1
IITKgp,Chemistry (5),Gender-Neutral,3979,6978,2016,1
IITKgp,Civil Engineering,Gender-Neutral,2545,3395,2016,1
IITKgp,Civil Engineering with any of the listed specialization (5),Gender-Neutral,3559,3936,2016,1
IITKgp,Computer Science and Engineering,Gender-Neutral,181,272,2016,1
IITKgp,Computer Science and Engineering (5),Gender-Neutral,281,382,2016,1
IITKgp,Economics (5),Gender-Neutral,2779,4042,2016,1
IITKgp,Electrical Engineering,Gender-Neutral,138,1088,2016,1
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,1288,1455,2016,1
IITKgp,Electronics and Electrical Communication Engineering,Gender-Neutral,329,885,2016,1
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,915,1320,2016,1
IITKgp,Exploration Geophysics (5),Gender-Neutral,3257,6193,2016,1
IITKgp,Industrial and Systems Engineering,Gender-Neutral,2717,3386,2016,1
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Gender-Neutral,3442,4120,2016,1
IITKgp,Instrumentation Engineering,Gender-Neutral,1475,2326,2016,1
IITKgp,Manufacturing Science and Engineering,Gender-Neutral,2420,3668,2016,1
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Gender-Neutral,3847,4210,2016,1
IITKgp,Mathematics and Computing (5),Gender-Neutral,1043,1369,2016,1
IITKgp,Mechanical Engineering,Gender-Neutral,622,1426,2016,1
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,1559,2172,2016,1
IITKgp,Metallurgical and Materials Engineering,Gender-Neutral,3373,4043,2016,1
IITKgp,Metallurgical and Materials Engineering (5),Gender-Neutral,4390,4516,2016,1
IITKgp,Mining Engineering,Gender-Neutral,4074,5249,2016,1
IITKgp,Mining Engineering (5),Gender-Neutral,5429,5921,2016,1
IITKgp,Mining Safety Engineering (5),Gender-Neutral,5643,6463,2016,1
IITKgp,Ocean Engineering and Naval Architecture,Gender-Neutral,3464,5123,2016,1
IITKgp,Ocean Engineering and Naval Architecture (5),Gender-Neutral,5129,5689,2016,1
IITKgp,Physics (5),Gender-Neutral,2815,4643,2016,1
IITKgp,Quality Engineering Design and Manufacturing (5),Gender-Neutral,4448,4606,2016,1
IITH,Chemical Engineering,Gender-Neutral,3903,5068,2016,1
IITH,Civil Engineering,Gender-Neutral,3610,4827,2016,1
IITH,Computer Science and Engineering,Gender-Neutral,418,851,2016,1
IITH,Electrical Engineering,Gender-Neutral,1246,1928,2016,1
IITH,Engineering Physics,Gender-Neutral,3240,4255,2016,1
IITH,Engineering Science,Gender-Neutral,2185,4007,2016,1
IITH,Materials Science and Metallurgical Engineering,Gender-Neutral,5124,5926,2016,1
IITH,Mechanical Engineering,Gender-Neutral,1430,3078,2016,1
IIT Jodh,Computer Science and Engineering,Gender-Neutral,699,2672,2016,1
IIT Jodh,Electrical Engineering,Gender-Neutral,3491,4768,2016,1
IIT Jodh,Mechanical Engineering,Gender-Neutral,4049,5162,2016,1
IITK,Aerospace Engineering,Gender-Neutral,1501,2874,2016,1
IITK,Biological Sciences and Bioengineering,Gender-Neutral,3578,4860,2016,1
IITK,Chemical Engineering,Gender-Neutral,1604,2407,2016,1
IITK,Chemistry (B.Sc),Gender-Neutral,3955,5630,2016,1
IITK,Civil Engineering,Gender-Neutral,1571,2959,2016,1
IITK,Computer Science and Engineering,Gender-Neutral,113,225,2016,1
IITK,Earth Sciences (B.Sc),Gender-Neutral,5433,6660,2016,1
IITK,Economics (B.Sc),Gender-Neutral,1529,2669,2016,1
IITK,Electrical Engineering,Gender-Neutral,248,785,2016,1
IITK,Materials Science and Engineering,Gender-Neutral,2985,3945,2016,1
IITK,Mathematics and Scientific Computing (B.Sc),Gender-Neutral,528,965,2016,1
IITK,Mechanical Engineering,Gender-Neutral,841,1326,2016,1
IITK,Physics (B.Sc),Gender-Neutral,619,2505,2016,1
IITM,Aerospace Engineering,Gender-Neutral,1821,2998,2016,1
IITM,Aerospace Engineering (5),Gender-Neutral,2412,3168,2016,1
IITM,Biological Engineering (5),Gender-Neutral,2531,6171,2016,1
IITM,Biological Sciences (5),Gender-Neutral,6261,7523,2016,1
IITM,Chemical Engineering,Gender-Neutral,1548,2775,2016,1
IITM,Chemical Engineering (5),Gender-Neutral,2886,3121,2016,1
IITM,Civil Engineering,Gender-Neutral,1005,3116,2016,1
IITM,Civil Engineering (5),Gender-Neutral,3230,4088,2016,1
IITM,Computer Science and Engineering,Gender-Neutral,62,171,2016,1
IITM,Computer Science and Engineering (5),Gender-Neutral,214,278,2016,1
IITM,Electrical Engineering,Gender-Neutral,189,606,2016,1
IITM,Electrical Engineering (5),Gender-Neutral,663,1212,2016,1
IITM,Engineering Design (5),Gender-Neutral,1364,4401,2016,1
IITM,Engineering Physics,Gender-Neutral,1380,2177,2016,1
IITM,Mechanical Engineering,Gender-Neutral,535,1195,2016,1
IITM,Mechanical Engineering (5),Gender-Neutral,1293,2042,2016,1
IITM,Metallurgical and Materials Engineering,Gender-Neutral,2917,3981,2016,1
IITM,Metallurgical and Materials Engineering (5),Gender-Neutral,4072,4391,2016,1
IITM,Naval Architecture and Ocean Engineering,Gender-Neutral,3515,4871,2016,1
IITM,Naval Architecture and Ocean Engineering (5),Gender-Neutral,4955,5356,2016,1
IITM,Physics (5),Gender-Neutral,557,3369,2016,1
IIT Gnd,Chemical Engineering,Gender-Neutral,2935,5075,2016,1
IIT Gnd,Civil Engineering,Gender-Neutral,4434,5213,2016,1
IIT Gnd,Computer Science and Engineering,Gender-Neutral,493,1709,2016,1
IIT Gnd,Electrical Engineering,Gender-Neutral,1645,2502,2016,1
IIT Gnd,Materials Science and Engineering,Gender-Neutral,5248,6223,2016,1
IIT Gnd,Mechanical Engineering,Gender-Neutral,2687,3409,2016,1
IIT Patna,Chemical Engineering,Gender-Neutral,5518,6558,2016,1
IIT Patna,Civil Engineering,Gender-Neutral,3600,6137,2016,1
IIT Patna,Computer Science and Engineering,Gender-Neutral,1541,2774,2016,1
IIT Patna,Electrical Engineering,Gender-Neutral,3353,4960,2016,1
IIT Patna,Mechanical Engineering,Gender-Neutral,4359,5350,2016,1
IITR,Applied Mathematics (5),Gender-Neutral,1938,3141,2016,1
IITR,"Architecture (5, B.Arch)",Gender-Neutral,4778,9100,2016,1
IITR,Bio Technology,Gender-Neutral,5222,5797,2016,1
IITR,Chemical Engineering,Gender-Neutral,2383,3617,2016,1
IITR,Civil Engineering,Gender-Neutral,1877,3616,2016,1
IITR,Computer Science and Engineering,Gender-Neutral,294,462,2016,1
IITR,Electrical Engineering,Gender-Neutral,1108,1741,2016,1
IITR,Electronics and Communication Engineering,Gender-Neutral,907,1300,2016,1
IITR,Engineering Physics,Gender-Neutral,2556,3793,2016,1
IITR,Geological Technology (5),Gender-Neutral,5514,6578,2016,1
IITR,Geophysical Technology (5),Gender-Neutral,4328,6119,2016,1
IITR,Mechanical Engineering,Gender-Neutral,1376,2217,2016,1
IITR,Metallurgical and Materials Engineering,Gender-Neutral,4122,5169,2016,1
IITR,Polymer Science and Engineering,Gender-Neutral,4628,6449,2016,1
IITR,Production and Industrial Engineering,Gender-Neutral,3192,4023,2016,1
ISM Dhanbad,Applied Geology (5),Gender-Neutral,4790,7648,2016,1
ISM Dhanbad,Applied Geophysics (5),Gender-Neutral,6760,7627,2016,1
ISM Dhanbad,Chemical Engineering,Gender-Neutral,5840,6653,2016,1
ISM Dhanbad,Civil Engineering,Gender-Neutral,5649,6321,2016,1
ISM Dhanbad,Computer Science and Engineering,Gender-Neutral,1655,3325,2016,1
ISM Dhanbad,Computer Science and Engineering (5),Gender-Neutral,2888,3479,2016,1
ISM Dhanbad,Electrical Engineering,Gender-Neutral,3341,5540,2016,1
ISM Dhanbad,Electronics and Communication Engineering,Gender-Neutral,3375,5177,2016,1
ISM Dhanbad,Electronics and Instrumentation Engineering,Gender-Neutral,5199,5770,2016,1
ISM Dhanbad,Engineering Physics,Gender-Neutral,5399,6118,2016,1
ISM Dhanbad,Environmental Engineering,Gender-Neutral,6882,7819,2016,1
ISM Dhanbad,Mathematics and Computing (5),Gender-Neutral,3526,4290,2016,1
ISM Dhanbad,Mechanical Engineering,Gender-Neutral,3389,5569,2016,1
ISM Dhanbad,Mineral Engineering,Gender-Neutral,5502,7706,2016,1
ISM Dhanbad,Mining Engineering,Gender-Neutral,5345,7121,2016,1
ISM Dhanbad,Mining Machinery Engineering,Gender-Neutral,6583,7541,2016,1
ISM Dhanbad,Petroleum Engineering,Gender-Neutral,4146,6200,2016,1
IIT Ropar,Civil Engineering,Gender-Neutral,4965,5920,2016,1
IIT Ropar,Computer Science and Engineering,Gender-Neutral,898,1585,2016,1
IIT Ropar,Electrical Engineering,Gender-Neutral,2941,3681,2016,1
IIT Ropar,Mechanical Engineering,Gender-Neutral,2995,4482,2016,1
IIT Ropar,Mechanical Engineering (5),Gender-Neutral,4666,4799,2016,1
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),Gender-Neutral,6258,7545,2016,1
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),Gender-Neutral,6968,7746,2016,1
IIT BHU,Ceramic Engineering,Gender-Neutral,4319,7263,2016,1
IIT BHU,Ceramic Engineering (5),Gender-Neutral,7241,7766,2016,1
IIT BHU,Chemical Engineering,Gender-Neutral,3719,4719,2016,1
IIT BHU,Civil Engineering,Gender-Neutral,3288,4582,2016,1
IIT BHU,Civil Engineering with M.Tech. in Structural Engineering (5),Gender-Neutral,4259,5134,2016,1
IIT BHU,Computer Science and Engineering,Gender-Neutral,500,770,2016,1
IIT BHU,Computer Science and Engineering (5),Gender-Neutral,772,868,2016,1
IIT BHU,Electrical Engineering,Gender-Neutral,1760,2627,2016,1
IIT BHU,Electrical Engineering with M.Tech. in Power Electronics (5),Gender-Neutral,2648,3086,2016,1
IIT BHU,Electronics Engineering,Gender-Neutral,1350,2236,2016,1
IIT BHU,Engineering Physics (5),Gender-Neutral,4477,5180,2016,1
IIT BHU,Industrial Chemistry (5),Gender-Neutral,6898,7389,2016,1
IIT BHU,Materials Science and Technology (5),Gender-Neutral,5985,6697,2016,1
IIT BHU,Mathematics and Computing (5),Gender-Neutral,1127,1464,2016,1
IIT BHU,Mechanical Engineering,Gender-Neutral,2293,3189,2016,1
IIT BHU,Mechanical Engineering (5),Gender-Neutral,2395,3558,2016,1
IIT BHU,Metallurgical Engineering,Gender-Neutral,4744,5812,2016,1
IIT BHU,Metallurgical Engineering (5),Gender-Neutral,5895,6344,2016,1
IIT BHU,Mining Engineering,Gender-Neutral,5945,7191,2016,1
IIT BHU,Mining Engineering (5),Gender-Neutral,7079,7468,2016,1
IIT BHU,Pharmaceutics (B.Pharma),Gender-Neutral,6711,8127,2016,1
IIT BHU,"Pharmaceutics (5, B.Pharma)",Gender-Neutral,7526,8195,2016,1
IITG,Bio Technology,Gender-Neutral,5388,6323,2016,1
IITG,Chemical Engineering,Gender-Neutral,3034,4130,2016,1
IITG,Chemical Science and Technology,Gender-Neutral,1890,5324,2016,1
IITG,Civil Engineering,Gender-Neutral,3641,4659,2016,1
IITG,Computer Science and Engineering,Gender-Neutral,406,661,2016,1
IITG,Electronics and Communication Engineering,Gender-Neutral,1202,1754,2016,1
IITG,Electronics and Electrical Engineering,Gender-Neutral,1471,1893,2016,1
IITG,Engineering Physics,Gender-Neutral,2548,4355,2016,1
IITG,Mathematics and Computing,Gender-Neutral,726,1058,2016,1
IITG,Mechanical Engineering,Gender-Neutral,2160,2729,2016,1
IIT Bhilai,Computer Science and Engineering,Gender-Neutral,2577,5227,2016,1
IIT Bhilai,Electrical Engineering,Gender-Neutral,5822,6686,2016,1
IIT Bhilai,Mechanical Engineering,Gender-Neutral,5993,7014,2016,1
IIT Goa,Computer Science and Engineering,Gender-Neutral,2790,4408,2016,1
IIT Goa,Electrical Engineering,Gender-Neutral,4444,6101,2016,1
IIT Goa,Mechanical Engineering,Gender-Neutral,5583,6308,2016,1
IIT Palakkad,Civil Engineering,Gender-Neutral,6330,7068,2016,1
IIT Palakkad,Computer Science and Engineering,Gender-Neutral,2818,4496,2016,1
IIT Palakkad,Electrical Engineering,Gender-Neutral,5046,5911,2016,1
IIT Palakkad,Mechanical Engineering,Gender-Neutral,5811,6244,2016,1
IIT Tirupati,Civil Engineering,Gender-Neutral,6322,7101,2016,1
IIT Tirupati,Computer Science and Engineering,Gender-Neutral,2524,4039,2016,1
IIT Tirupati,Electrical Engineering,Gender-Neutral,4547,5664,2016,1
IIT Tirupati,Mechanical Engineering,Gender-Neutral,5537,6097,2016,1
IIT Jammu,Computer Science and Engineering,Gender-Neutral,3870,5509,2016,1
IIT Jammu,Electrical Engineering,Gender-Neutral,6069,6828,2016,1
IIT Jammu,Mechanical Engineering,Gender-Neutral,6399,7176,2016,1
IIT Dharwad,Computer Science and Engineering,Gender-Neutral,2914,4953,2016,1
IIT Dharwad,Electrical Engineering,Gender-Neutral,5020,6499,2016,1
IIT Dharwad,Mechanical Engineering,Gender-Neutral,6219,6955,2016,1
IIT Bhuv,Civil Engineering,Gender-Neutral,5269,6322,2016,2
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),Gender-Neutral,5408,6791,2016,2
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),Gender-Neutral,6078,6864,2016,2
IIT Bhuv,Computer Science and Engineering,Gender-Neutral,1497,2737,2016,2
IIT Bhuv,Electrical Engineering,Gender-Neutral,3124,4597,2016,2
IIT Bhuv,Electronics and Communication Engineering,Gender-Neutral,2529,4008,2016,2
IIT Bhuv,Mechanical Engineering,Gender-Neutral,3372,4861,2016,2
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),Gender-Neutral,4888,5718,2016,2
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),Gender-Neutral,5680,5983,2016,2
IIT Bhuv,Metallurgical and Materials Engineering,Gender-Neutral,6393,7295,2016,2
IITB,Aerospace Engineering,Gender-Neutral,838,1827,2016,2
IITB,Chemical Engineering,Gender-Neutral,422,1450,2016,2
IITB,Chemistry (B.Sc),Gender-Neutral,3323,4776,2016,2
IITB,Civil Engineering,Gender-Neutral,897,2210,2016,2
IITB,Computer Science and Engineering,Gender-Neutral,1,60,2016,2
IITB,Electrical Engineering,Gender-Neutral,22,227,2016,2
IITB,Electrical Engineering with M.Tech. in Communications and Signal Processing (5),Gender-Neutral,249,583,2016,2
IITB,Electrical Engineering with M.Tech. in Microelectronics (5),Gender-Neutral,228,514,2016,2
IITB,Energy Engineering with M.Tech. in Energy Systems Engineering (5),Gender-Neutral,1374,2250,2016,2
IITB,Engineering Physics,Gender-Neutral,6,996,2016,2
IITB,Engineering Physics and M.Tech. with specialization in Nano Science (5),Gender-Neutral,1013,1400,2016,2
IITB,Mechanical Engineering,Gender-Neutral,26,777,2016,2
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),Gender-Neutral,803,901,2016,2
IITB,Metallurgical Engineering and Materials Science,Gender-Neutral,1657,2916,2016,2
IITB,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5),Gender-Neutral,3001,3434,2016,2
IITB,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5),Gender-Neutral,2971,3203,2016,2
IIT Mandi,Civil Engineering,Gender-Neutral,5632,6555,2016,2
IIT Mandi,Computer Science and Engineering,Gender-Neutral,1630,2360,2016,2
IIT Mandi,Electrical Engineering,Gender-Neutral,3540,4719,2016,2
IIT Mandi,Mechanical Engineering,Gender-Neutral,4608,5380,2016,2
IITD,Biochemical Engineering and Biotechnology (5),Gender-Neutral,3787,4714,2016,2
IITD,Biotechnology and Biochemical Engineering,Gender-Neutral,2609,3706,2016,2
IITD,Chemical Engineering,Gender-Neutral,980,1653,2016,2
IITD,Chemical Engineering (5),Gender-Neutral,1680,2855,2016,2
IITD,Civil Engineering,Gender-Neutral,767,2549,2016,2
IITD,Computer Science and Engineering,Gender-Neutral,24,115,2016,2
IITD,Computer Science and Engineering (5),Gender-Neutral,124,186,2016,2
IITD,Electrical Engineering,Gender-Neutral,80,403,2016,2
IITD,Electrical Engineering (Power and Automation),Gender-Neutral,549,994,2016,2
IITD,Engineering Physics,Gender-Neutral,1074,2571,2016,2
IITD,Mathematics and Computing,Gender-Neutral,250,397,2016,2
IITD,Mathematics and Computing (5),Gender-Neutral,390,477,2016,2
IITD,Mechanical Engineering,Gender-Neutral,247,907,2016,2
IITD,Production and Industrial Engineering,Gender-Neutral,1036,2454,2016,2
IITD,Textile Technology,Gender-Neutral,2826,4935,2016,2
IITI,Civil Engineering,Gender-Neutral,4626,6262,2016,2
IITI,Computer Science and Engineering,Gender-Neutral,933,1366,2016,2
IITI,Electrical Engineering,Gender-Neutral,1730,3462,2016,2
IITI,Mechanical Engineering,Gender-Neutral,3432,3998,2016,2
IITI,Metallurgical Engineering and Materials Science,Gender-Neutral,6082,7188,2016,2
IITKgp,Aerospace Engineering,Gender-Neutral,2864,3377,2016,2
IITKgp,Aerospace Engineering (5),Gender-Neutral,2938,3497,2016,2
IITKgp,Agricultural and Food Engineering,Gender-Neutral,4321,6123,2016,2
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,6187,6968,2016,2
IITKgp,Applied Geology (5),Gender-Neutral,6645,7545,2016,2
IITKgp,"Architecture (5, B.Arch)",Gender-Neutral,5783,9420,2016,2
IITKgp,Biotechnology and Biochemical Engineering,Gender-Neutral,3438,5296,2016,2
IITKgp,Biotechnology and Biochemical Engineering (5),Gender-Neutral,5423,6385,2016,2
IITKgp,Chemical Engineering,Gender-Neutral,1906,2817,2016,2
IITKgp,Chemical Engineering (5),Gender-Neutral,3009,3602,2016,2
IITKgp,Chemistry (5),Gender-Neutral,3979,7346,2016,2
IITKgp,Civil Engineering,Gender-Neutral,2545,3454,2016,2
IITKgp,Civil Engineering with any of the listed specialization (5),Gender-Neutral,3559,4024,2016,2
IITKgp,Computer Science and Engineering,Gender-Neutral,181,286,2016,2
IITKgp,Computer Science and Engineering (5),Gender-Neutral,284,389,2016,2
IITKgp,Economics (5),Gender-Neutral,2779,4128,2016,2
IITKgp,Electrical Engineering,Gender-Neutral,138,1129,2016,2
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,1288,1552,2016,2
IITKgp,Electronics and Electrical Communication Engineering,Gender-Neutral,329,890,2016,2
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,915,1320,2016,2
IITKgp,Exploration Geophysics (5),Gender-Neutral,3257,6488,2016,2
IITKgp,Industrial and Systems Engineering,Gender-Neutral,2717,3418,2016,2
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Gender-Neutral,3442,4295,2016,2
IITKgp,Instrumentation Engineering,Gender-Neutral,1485,2341,2016,2
IITKgp,Manufacturing Science and Engineering,Gender-Neutral,2420,3668,2016,2
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Gender-Neutral,3847,4436,2016,2
IITKgp,Mathematics and Computing (5),Gender-Neutral,1043,1373,2016,2
IITKgp,Mechanical Engineering,Gender-Neutral,622,1475,2016,2
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,1559,2283,2016,2
IITKgp,Metallurgical and Materials Engineering,Gender-Neutral,3373,4075,2016,2
IITKgp,Metallurgical and Materials Engineering (5),Gender-Neutral,4414,4636,2016,2
IITKgp,Mining Engineering,Gender-Neutral,4440,5429,2016,2
IITKgp,Mining Engineering (5),Gender-Neutral,5606,6165,2016,2
IITKgp,Mining Safety Engineering (5),Gender-Neutral,6216,6933,2016,2
IITKgp,Ocean Engineering and Naval Architecture,Gender-Neutral,3464,5373,2016,2
IITKgp,Ocean Engineering and Naval Architecture (5),Gender-Neutral,5129,5852,2016,2
IITKgp,Physics (5),Gender-Neutral,3110,4989,2016,2
IITKgp,Quality Engineering Design and Manufacturing (5),Gender-Neutral,4448,4716,2016,2
IITH,Chemical Engineering,Gender-Neutral,3903,5293,2016,2
IITH,Civil Engineering,Gender-Neutral,3610,4918,2016,2
IITH,Computer Science and Engineering,Gender-Neutral,418,879,2016,2
IITH,Electrical Engineering,Gender-Neutral,1377,2015,2016,2
IITH,Engineering Physics,Gender-Neutral,4249,4598,2016,2
IITH,Engineering Science,Gender-Neutral,2185,4033,2016,2
IITH,Materials Science and Metallurgical Engineering,Gender-Neutral,5389,6358,2016,2
IITH,Mechanical Engineering,Gender-Neutral,1430,3240,2016,2
IIT Jodh,Computer Science and Engineering,Gender-Neutral,699,2682,2016,2
IIT Jodh,Electrical Engineering,Gender-Neutral,3491,5059,2016,2
IIT Jodh,Mechanical Engineering,Gender-Neutral,4049,5521,2016,2
IITK,Aerospace Engineering,Gender-Neutral,1501,2925,2016,2
IITK,Biological Sciences and Bioengineering,Gender-Neutral,3578,5162,2016,2
IITK,Chemical Engineering,Gender-Neutral,1671,2508,2016,2
IITK,Chemistry (B.Sc),Gender-Neutral,4814,5757,2016,2
IITK,Civil Engineering,Gender-Neutral,1571,3064,2016,2
IITK,Computer Science and Engineering,Gender-Neutral,113,230,2016,2
IITK,Earth Sciences (B.Sc),Gender-Neutral,5433,6850,2016,2
IITK,Economics (B.Sc),Gender-Neutral,1529,2669,2016,2
IITK,Electrical Engineering,Gender-Neutral,248,798,2016,2
IITK,Materials Science and Engineering,Gender-Neutral,2985,3965,2016,2
IITK,Mathematics and Scientific Computing (B.Sc),Gender-Neutral,528,976,2016,2
IITK,Mechanical Engineering,Gender-Neutral,841,1352,2016,2
IITK,Physics (B.Sc),Gender-Neutral,619,2815,2016,2
IITM,Aerospace Engineering,Gender-Neutral,1884,3026,2016,2
IITM,Aerospace Engineering (5),Gender-Neutral,2412,3205,2016,2
IITM,Biological Engineering (5),Gender-Neutral,2531,6230,2016,2
IITM,Biological Sciences (5),Gender-Neutral,6261,7819,2016,2
IITM,Chemical Engineering,Gender-Neutral,1548,2984,2016,2
IITM,Chemical Engineering (5),Gender-Neutral,2960,3249,2016,2
IITM,Civil Engineering,Gender-Neutral,1005,3245,2016,2
IITM,Civil Engineering (5),Gender-Neutral,3604,4390,2016,2
IITM,Computer Science and Engineering,Gender-Neutral,62,173,2016,2
IITM,Computer Science and Engineering (5),Gender-Neutral,214,278,2016,2
IITM,Electrical Engineering,Gender-Neutral,189,606,2016,2
IITM,Electrical Engineering (5),Gender-Neutral,663,1212,2016,2
IITM,Engineering Design (5),Gender-Neutral,1364,4535,2016,2
IITM,Engineering Physics,Gender-Neutral,1380,2246,2016,2
IITM,Mechanical Engineering,Gender-Neutral,535,1246,2016,2
IITM,Mechanical Engineering (5),Gender-Neutral,1293,2170,2016,2
