Institute,Academic Program Name,Opening Rank,Closing Rank,Year,Round
IIT Tirupati,Civil Engineering,12580,15421,2019,4
IIT Tirupati,Computer Science and Engineering,4586,5557,2019,4
IIT Tirupati,Electrical Engineering,8525,9630,2019,4
IIT Tirupati,Mechanical Engineering,12387,13492,2019,4
IIT Jammu,Chemical Engineering,16208,16680,2019,4
IIT Jammu,Civil Engineering,16886,18043,2019,4
IIT Jammu,Computer Science and Engineering,7236,10128,2019,4
IIT Jammu,Electrical Engineering,11960,13333,2019,4
IIT Jammu,Materials Science and Engineering,16697,19184,2019,4
IIT Jammu,Mechanical Engineering,15975,16212,2019,4
IIT Dharwad,Computer Science and Engineering,6076,7417,2019,4
IIT Dharwad,Electrical Engineering,8697,11397,2019,4
IIT Dharwad,Mechanical Engineering,11433,15139,2019,4
IIT Bhuv,Civil Engineering,11238,14041,2019,5
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),14832,14832,2019,5
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),14251,14251,2019,5
IIT Bhuv,Civil Engineering and M.Tech. in Environmental Engineering (5),13944,13944,2019,5
IIT Bhuv,Computer Science and Engineering,2951,4509,2019,5
IIT Bhuv,Computer Science and Engineering (5),5700,5700,2019,5
IIT Bhuv,Electrical Engineering and M.Tech Power Electronics and Drives (5),9433,9433,2019,5
IIT Bhuv,Electrical Engineering,6517,7542,2019,5
IIT Bhuv,Electronics and Communication Engineering,5311,5690,2019,5
IIT Bhuv,Mechanical Engineering,9671,12456,2019,5
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),11078,11078,2019,5
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),12989,12989,2019,5
IIT Bhuv,Mechanical Engineering with M.Tech. in Manufacturing Engineering (5),12699,13209,2019,5
IIT Bhuv,Metallurgical and Materials Engineering,14452,14740,2019,5
IIT Bhuv,Metallurgical and Materials Engineering (5),15291,15576,2019,5
IITB,Aerospace Engineering,2634,4550,2019,5
IITB,BS in Mathematics (B.Sc),4960,4960,2019,5
IITB,Chemical Engineering,2421,3926,2019,5
IITB,Chemistry (B.Sc),8846,9329,2019,5
IITB,Civil Engineering,1871,5089,2019,5
IITB,Computer Science and Engineering,10,313,2019,5
IITB,Economics (B.Sc),1276,4239,2019,5
IITB,Electrical Engineering,697,1058,2019,5
IITB,Electrical Engineering (5),1252,2219,2019,5
IITB,Energy Engineering with M.Tech. in Energy Systems Engineering (5),4968,5939,2019,5
IITB,Engineering Physics,1087,2689,2019,5
IITB,Environmental Science and Engineering (5),8337,8834,2019,5
IITB,Mechanical Engineering,1880,3536,2019,5
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),3952,4572,2019,5
IITB,Metallurgical Engineering & Materials Science (5),7336,7641,2019,5
IITB,Metallurgical Engineering and Materials Science,4814,6574,2019,5
IIT Mandi,Bio Engineering (5),13745,15877,2019,5
IIT Mandi,Civil Engineering,13878,14762,2019,5
IIT Mandi,Computer Science and Engineering,4426,5361,2019,5
IIT Mandi,Data Science and Engineering,6644,6735,2019,5
IIT Mandi,Electrical Engineering,6184,9857,2019,5
IIT Mandi,Engineering Physics,13371,13483,2019,5
IIT Mandi,Mechanical Engineering,13106,13416,2019,5
IITD,Biotechnology and Biochemical Engineering,2512,6971,2019,5
IITD,Chemical Engineering,2377,3932,2019,5
IITD,Chemical Engineering (5),4216,4797,2019,5
IITD,Civil Engineering,5115,5831,2019,5
IITD,Computer Science and Engineering,233,465,2019,5
IITD,Computer Science and Engineering (5),519,864,2019,5
IITD,Electrical Engineering,795,1676,2019,5
IITD,Electrical Engineering (Power and Automation),1957,2287,2019,5
IITD,Engineering Physics,4276,5946,2019,5
IITD,Mathematics and Computing,438,989,2019,5
IITD,Mathematics and Computing (5),1035,1585,2019,5
IITD,Mechanical Engineering,2875,4125,2019,5
IITD,Production and Industrial Engineering,4811,7047,2019,5
IITD,Textile Technology,7440,9677,2019,5
IITI,Civil Engineering,11685,13164,2019,5
IITI,Computer Science and Engineering,1816,2803,2019,5
IITI,Electrical Engineering,5133,6844,2019,5
IITI,Mechanical Engineering,9620,12397,2019,5
IITI,Metallurgical Engineering and Materials Science,12993,14436,2019,5
IITKgp,Aerospace Engineering,5752,7615,2019,5
IITKgp,Aerospace Engineering (5),7932,8204,2019,5
IITKgp,Agricultural and Food Engineering,9222,11534,2019,5
